2022-04-21 23:12:31,471: 't'
2022-04-21 23:12:31,539: 'e'
2022-04-21 23:12:31,744: 's'
2022-04-21 23:12:32,234: 't'
2022-04-21 23:12:32,837: Key.backspace
2022-04-21 23:12:33,019: Key.backspace
2022-04-21 23:12:33,136: Key.backspace
2022-04-21 23:12:33,295: Key.backspace
2022-04-21 23:12:33,443: 'e'
2022-04-21 23:12:33,689: 'x'
2022-04-21 23:12:33,694: 'c'
2022-04-21 23:12:34,197: Key.backspace
2022-04-21 23:12:34,378: Key.backspace
2022-04-21 23:12:34,515: Key.backspace
2022-04-21 23:12:34,770: 'x'
2022-04-21 23:12:35,368: 'y'
2022-04-21 23:12:35,849: 'z'
2022-04-21 23:12:36,461: Key.shift
2022-04-21 23:12:36,986: Key.backspace
2022-04-21 23:12:37,168: Key.backspace
2022-04-21 23:12:37,328: Key.backspace
2022-04-21 23:12:37,517: 'e'
2022-04-21 23:12:37,874: 'x'
2022-04-21 23:12:38,031: 'a'
2022-04-21 23:12:38,157: 'm'
2022-04-21 23:12:38,298: 'p'
2022-04-21 23:12:38,586: 'l'
2022-04-21 23:12:38,717: 'e'
2022-04-21 23:12:39,177: Key.shift
2022-04-21 23:12:39,508: '@'
2022-04-21 23:12:39,868: 'x'
2022-04-21 23:12:40,142: 'y'
2022-04-21 23:12:40,383: 'z'
2022-04-21 23:12:41,357: '.'
2022-04-21 23:12:41,464: 'c'
2022-04-21 23:12:41,632: 'o'
2022-04-21 23:12:41,747: 'm'
2022-04-21 23:12:44,282: Key.ctrl_l
2022-04-21 23:12:44,682: '\x03'
2022-04-21 23:12:46,728: Key.ctrl_l
2022-04-21 23:12:47,195: '\x16'
2022-04-21 23:12:49,285: 's'
2022-04-21 23:12:49,534: 'e'
2022-04-21 23:12:49,720: 'n'
2022-04-21 23:12:49,875: 'd'
2022-04-21 23:12:49,943: 'e'
2022-04-21 23:12:50,088: 'r'
2022-04-21 23:12:52,395: 'r'
2022-04-21 23:12:53,046: Key.backspace
2022-04-21 23:12:53,576: Key.right
2022-04-21 23:12:53,851: 'r'
2022-04-21 23:12:53,986: 'e'
2022-04-21 23:12:55,691: 'c'
2022-04-21 23:12:56,067: 'e'
2022-04-21 23:12:56,472: 'i'
2022-04-21 23:12:56,714: 'v'
2022-04-21 23:12:56,894: 'e'
2022-04-21 23:12:57,012: 'r'
2022-04-21 23:13:03,810: 'e'
2022-04-21 23:13:04,035: 'x'
2022-04-21 23:13:04,323: 'a'
2022-04-21 23:13:04,752: 'm'
2022-04-21 23:13:05,001: 'p'
2022-04-21 23:13:05,204: 'l'
2022-04-21 23:13:05,329: 'e'
2022-04-21 23:13:06,350: 'p'
2022-04-21 23:13:06,584: 'a'
2022-04-21 23:13:06,676: 's'
2022-04-21 23:13:06,797: 's'
2022-04-21 23:13:07,065: 'w'
2022-04-21 23:13:07,212: 'o'
2022-04-21 23:13:07,276: 'r'
2022-04-21 23:13:07,439: 'd'
2022-04-21 23:13:10,283: Key.ctrl_l
2022-04-21 23:13:10,617: '\x13'
2022-04-21 23:13:18,978: Key.ctrl_l
2022-04-21 23:13:19,115: '\x13'
2022-04-21 23:13:22,182: Key.ctrl_l
2022-04-21 23:13:22,450: '\x13'
2022-04-21 23:13:24,499: Key.ctrl_l
2022-04-21 23:13:24,743: '\x13'
2022-04-21 23:15:18,270: Key.shift
2022-04-21 23:15:18,784: Key.shift
2022-04-21 23:15:18,815: Key.shift
2022-04-21 23:15:18,845: Key.shift
2022-04-21 23:15:18,876: Key.shift
2022-04-21 23:15:18,907: Key.shift
2022-04-21 23:15:18,939: Key.shift
2022-04-21 23:15:18,969: Key.shift
2022-04-21 23:15:19,001: Key.shift
2022-04-21 23:15:19,047: Key.shift
2022-04-21 23:15:19,079: Key.shift
2022-04-21 23:15:19,110: Key.shift
2022-04-21 23:15:19,141: Key.shift
2022-04-21 23:15:19,173: Key.shift
2022-04-21 23:15:19,205: Key.shift
2022-04-21 23:15:19,235: Key.shift
2022-04-21 23:15:19,267: Key.shift
2022-04-21 23:15:19,298: Key.shift
2022-04-21 23:15:19,345: Key.shift
2022-04-21 23:15:19,377: Key.shift
2022-04-21 23:15:19,408: Key.shift
2022-04-21 23:15:19,439: Key.shift
2022-04-21 23:15:19,470: Key.shift
2022-04-21 23:15:19,501: Key.shift
2022-04-21 23:15:19,532: Key.shift
2022-04-21 23:15:19,563: Key.shift
2022-04-21 23:15:19,610: Key.shift
2022-04-21 23:15:19,640: Key.shift
2022-04-21 23:15:19,671: Key.shift
2022-04-21 23:15:19,703: Key.shift
2022-04-21 23:15:19,734: Key.shift
2022-04-21 23:15:19,766: Key.shift
2022-04-21 23:15:19,797: Key.shift
2022-04-21 23:15:19,825: 'I'
2022-04-21 23:15:20,075: 'n'
2022-04-21 23:15:20,323: 'i'
2022-04-21 23:15:21,173: 't'
2022-04-21 23:15:21,315: 'i'
2022-04-21 23:15:21,509: 'a'
2022-04-21 23:15:21,674: 't'
2022-04-21 23:15:21,763: 'e'
2022-04-21 23:15:38,733: Key.enter
2022-04-21 23:15:39,175: Key.enter
2022-04-21 23:15:42,614: Key.shift
2022-04-21 23:15:42,776: 'C'
2022-04-21 23:15:43,001: 'a'
2022-04-21 23:15:43,323: 'i'
2022-04-21 23:15:43,945: Key.backspace
2022-04-21 23:15:44,379: 'u'
2022-04-21 23:15:45,642: 't'
2022-04-21 23:15:45,742: 'i'
2022-04-21 23:15:45,946: 'o'
2022-04-21 23:15:46,103: 'n'
2022-04-21 23:15:47,569: ','
2022-04-21 23:15:47,703: Key.space
2022-04-21 23:15:48,012: 'f'
2022-04-21 23:15:48,157: 'o'
2022-04-21 23:15:48,246: 'r'
2022-04-21 23:15:48,343: Key.space
2022-04-21 23:15:48,520: 'e'
2022-04-21 23:15:48,658: 'd'
2022-04-21 23:15:48,867: 'u'
2022-04-21 23:15:48,977: 'c'
2022-04-21 23:15:49,093: 'a'
2022-04-21 23:15:49,215: 't'
2022-04-21 23:15:49,357: 'i'
2022-04-21 23:15:49,562: 'o'
2022-04-21 23:15:49,718: 'n'
2022-04-21 23:15:49,850: 'a'
2022-04-21 23:15:49,956: 'l'
2022-04-21 23:15:50,110: Key.space
2022-04-21 23:15:50,364: 'p'
2022-04-21 23:15:50,692: 'u'
2022-04-21 23:15:50,720: 'i'
2022-04-21 23:15:50,791: 'r'
2022-04-21 23:15:51,268: Key.backspace
2022-04-21 23:15:51,385: Key.backspace
2022-04-21 23:15:51,576: 'r'
2022-04-21 23:17:35,825: Key.alt_l
2022-04-21 23:17:35,870: Key.tab
2022-04-21 23:17:37,750: Key.alt_l
